customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0170,Female,0,Yes,No,20,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),116.38,2327.6,Yes
CUST0171,Male,1,Yes,Yes,12,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,40.01,480.12,No
CUST0172,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,29.53,944.96,No
CUST0173,Female,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.94,734.62,No
CUST0174,Female,0,Yes,No,10,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),98.31,983.1,No
CUST0175,Female,1,No,Yes,16,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,55.01,880.16,No
CUST0176,Male,0,No,Yes,67,Yes,No phone service,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.44,2843.48,No
CUST0177,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),55.28,2542.88,Yes
CUST0178,Male,1,Yes,No,24,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.53,2028.72,No
CUST0179,Male,1,Yes,Yes,72,Yes,No phone service,No,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),74.68,5376.96,No
CUST0180,Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.36,1887.2,Yes
CUST0181,Male,0,Yes,Yes,11,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.91,593.01,No
CUST0182,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,One year,No,Bank transfer (automatic),65.2,2347.2,No
CUST0183,Male,0,No,Yes,41,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),30.2,1238.2,No
CUST0184,Male,1,No,No,16,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,One year,No,Mailed check,27.31,436.96,No
CUST0185,Male,0,No,No,47,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),66.23,3112.81,No
CUST0186,Female,0,Yes,No,27,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),50.16,1354.32,No
CUST0187,Male,0,No,No,40,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.28,3251.2,No
CUST0188,Male,0,No,No,46,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.3,1117.8,No
CUST0189,Female,0,No,No,17,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),32.18,547.06,No
CUST0190,Male,0,No,No,70,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,106.52,7456.4,Yes
CUST0191,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),76.63,919.56,No
CUST0192,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),91.21,1094.52,No
CUST0193,Male,0,Yes,Yes,30,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),104.2,3126.0,No
CUST0194,Male,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Electronic check,66.38,66.38,Yes
CUST0195,Female,0,No,No,15,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),96.11,1441.65,No
CUST0196,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,72.46,579.68,No
CUST0197,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,42.27,3043.44,No
CUST0198,Male,0,Yes,Yes,37,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No,One year,No,Mailed check,53.77,1989.49,No
CUST0199,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,69.04,3659.12,No
CUST0200,Male,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,51.69,2842.95,No
CUST0201,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),53.55,2356.2,No
CUST0202,Male,0,No,No,33,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.74,1773.42,No
CUST0203,Male,0,Yes,No,8,Yes,Yes,No,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,32.28,258.24,No
CUST0204,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,28.46,199.22,No
CUST0205,Male,1,No,No,6,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),24.65,147.9,No
CUST0206,Female,0,Yes,No,35,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Electronic check,31.1,1088.5,No
CUST0207,Female,0,Yes,No,17,No,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),54.37,924.29,No
CUST0208,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,79.39,158.78,No
CUST0209,Male,0,Yes,No,27,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),38.81,1047.87,No
CUST0210,Male,0,Yes,Yes,69,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.8,7507.2,Yes
CUST0211,Male,0,No,No,43,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,One year,No,Mailed check,100.84,4336.12,No
CUST0212,Male,0,No,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,72.05,1441.0,No
CUST0213,Male,0,No,Yes,27,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),92.42,2495.34,No
CUST0214,Male,0,Yes,Yes,53,Yes,No,No,No,Yes,No,Yes,No internet service,No,One year,No,Credit card (automatic),56.63,3001.39,No
CUST0215,Male,1,No,Yes,53,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,23.68,1255.04,No
CUST0216,Female,0,Yes,No,64,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,110.43,7067.52,Yes
CUST0217,Male,1,No,Yes,20,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,32.78,655.6,No
CUST0218,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Mailed check,114.79,1377.48,Yes
CUST0219,Male,0,No,No,56,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),77.19,4322.64,No
CUST0220,Male,1,No,Yes,48,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),50.56,2426.88,Yes
CUST0221,Male,0,No,No,53,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,69.55,3686.15,Yes
CUST0222,Female,0,No,Yes,9,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,70.16,631.44,Yes
CUST0223,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),22.33,1161.16,No
CUST0224,Female,0,No,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,55.55,2388.65,No
CUST0225,Female,0,No,No,46,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Two year,Yes,Mailed check,93.99,4323.54,No
CUST0226,Male,0,Yes,Yes,52,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),71.01,3692.52,Yes
CUST0227,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),44.42,1998.9,No
CUST0228,Male,0,Yes,No,12,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,53.51,642.12,No
CUST0229,Male,0,No,No,36,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),106.31,3827.16,No
CUST0230,Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),72.55,1668.65,No
CUST0231,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),72.84,72.84,Yes
CUST0232,Female,0,Yes,No,13,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,116.15,1509.95,No
CUST0233,Female,0,No,No,9,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.09,468.81,No
CUST0234,Female,0,No,No,34,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,No,Mailed check,67.95,2310.3,Yes
CUST0235,Female,1,No,No,24,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.17,2428.08,No
CUST0236,Female,0,Yes,No,2,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),95.89,191.78,No
CUST0237,Female,0,Yes,Yes,16,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),46.58,745.28,No
CUST0238,Male,0,No,No,11,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),35.11,386.21,No
CUST0239,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),90.07,4773.71,No
CUST0240,Female,0,No,No,23,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,45.77,1052.71,No
CUST0241,Male,0,No,Yes,28,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Mailed check,112.27,3143.56,No
CUST0242,Female,0,No,No,42,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),32.92,1382.64,No
CUST0243,Male,0,No,Yes,24,No,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,51.83,1243.92,No
CUST0244,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,25.48,1503.32,No
CUST0245,Female,1,No,Yes,64,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,90.33,5781.12,Yes
CUST0246,Male,0,No,Yes,27,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,109.13,2946.51,No
CUST0247,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),83.59,1253.85,No
CUST0248,Male,1,Yes,Yes,46,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),113.78,5233.88,No
CUST0249,Male,0,Yes,Yes,57,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,32.85,1872.45,No
CUST0250,Female,0,Yes,Yes,26,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,28.77,748.02,No
CUST0251,Male,1,Yes,No,52,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,No,Mailed check,103.84,5399.68,Yes
CUST0252,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),105.55,4327.55,Yes
CUST0253,Male,0,Yes,No,58,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),103.1,5979.8,Yes
CUST0254,Male,0,No,No,46,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),99.9,4595.4,No
CUST0255,Male,0,No,No,33,Yes,No,No,No,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),56.22,1855.26,No
CUST0256,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),41.75,1503.0,No
CUST0257,Female,0,No,No,5,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),112.88,564.4,No
CUST0258,Female,1,Yes,Yes,6,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,No,Mailed check,50.7,304.2,No
CUST0259,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Electronic check,59.84,1436.16,No
CUST0260,Male,0,No,Yes,32,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,89.96,2878.72,No
CUST0261,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,49.34,2664.36,No
CUST0262,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,101.91,5808.87,No
CUST0263,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,27.0,162.0,No
CUST0264,Male,0,No,Yes,56,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),99.12,5550.72,No
CUST0265,Female,0,No,Yes,11,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),80.19,882.09,No
CUST0266,Female,0,No,Yes,15,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),77.3,1159.5,Yes
CUST0267,Female,1,Yes,No,42,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,65.84,2765.28,Yes
CUST0268,Male,0,No,Yes,6,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),47.7,286.2,No
CUST0269,Male,0,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),66.41,3320.5,No
CUST0270,Female,0,Yes,No,72,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,65.0,4680.0,Yes
CUST0271,Female,0,Yes,No,31,Yes,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,78.38,2429.78,No
CUST0272,Female,0,No,No,7,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.16,337.12,No
CUST0273,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),27.76,1970.96,No
CUST0274,Male,0,No,Yes,44,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,One year,No,Credit card (automatic),34.51,1518.44,No
CUST0275,Female,0,No,Yes,58,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),89.92,5215.36,Yes
CUST0276,Male,0,Yes,Yes,3,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),22.25,66.75,Yes
CUST0277,Female,0,No,No,66,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.64,6972.24,Yes
CUST0278,Male,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,89.44,2504.32,No
CUST0279,Female,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),96.81,2710.68,No
CUST0280,Female,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),103.6,2797.2,No
CUST0281,Female,0,Yes,No,43,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,32.27,1387.61,No
CUST0282,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),102.25,306.75,No
CUST0283,Male,0,No,No,8,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.46,563.68,No
CUST0284,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,108.55,434.2,Yes
CUST0285,Male,1,No,No,55,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),108.66,5976.3,Yes
CUST0286,Male,0,No,No,49,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,22.42,1098.58,Yes
CUST0287,Male,0,No,Yes,14,Yes,Yes,No,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,58.29,816.06,No
CUST0288,Male,0,No,Yes,31,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.64,2251.84,Yes
CUST0289,Female,1,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),87.84,2371.68,Yes
CUST0290,Male,0,Yes,Yes,21,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),48.62,1021.02,No
CUST0291,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),45.21,723.36,No
CUST0292,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),58.13,3371.54,Yes
CUST0293,Female,0,Yes,Yes,70,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),70.09,4906.3,Yes
CUST0294,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,115.11,6446.16,Yes
CUST0295,Female,1,No,No,25,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.21,2405.25,No
CUST0296,Female,1,No,No,24,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),62.93,1510.32,No
CUST0297,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),25.44,228.96,No
CUST0298,Male,0,No,Yes,44,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,36.85,1621.4,No
CUST0299,Female,1,Yes,No,10,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),65.59,655.9,No
CUST0300,Male,0,No,No,52,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,101.38,5271.76,Yes
CUST0301,Male,0,No,No,71,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,58.07,4122.97,No
CUST0302,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),73.85,4947.95,No
CUST0303,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),109.18,2947.86,No
CUST0304,Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,111.38,7128.32,No
CUST0305,Male,0,Yes,No,48,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,41.58,1995.84,No
CUST0306,Female,1,No,No,46,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,24.36,1120.56,No
CUST0307,Female,1,Yes,No,51,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,50.54,2577.54,Yes
CUST0308,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.58,4747.74,No
CUST0309,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),115.11,6791.49,Yes
CUST0310,Female,1,Yes,Yes,56,Yes,No,No,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),27.7,1551.2,No
CUST0311,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,22.85,1051.1,Yes
CUST0312,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,108.41,3252.3,No
CUST0313,Male,1,Yes,No,45,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),94.81,4266.45,No
CUST0314,Male,1,Yes,Yes,25,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,119.22,2980.5,No
CUST0315,Female,0,Yes,Yes,4,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),59.68,238.72,No
CUST0316,Male,0,No,Yes,51,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,61.61,3142.11,No
CUST0317,Male,0,No,No,53,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),37.23,1973.19,No
CUST0318,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),31.58,1010.56,Yes
CUST0319,Female,0,No,Yes,49,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,77.87,3815.63,No
CUST0320,Female,0,No,Yes,37,No,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,56.43,2087.91,Yes
CUST0321,Male,0,No,Yes,26,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),28.03,728.78,Yes
CUST0322,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),108.7,1521.8,Yes
CUST0323,Female,0,No,No,60,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,39.84,2390.4,No
CUST0324,Female,0,Yes,No,20,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.86,1897.2,No
CUST0325,Female,1,No,Yes,45,Yes,No,No,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.22,2169.9,Yes
CUST0326,Male,0,Yes,Yes,68,Yes,No,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),101.29,6887.72,No
CUST0327,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.84,159.2,No
CUST0328,Female,0,No,Yes,37,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,95.61,3537.57,No
CUST0329,Female,0,No,No,61,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),29.81,1818.41,No
CUST0330,Male,0,Yes,Yes,61,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),64.69,3946.09,Yes
CUST0331,Male,0,No,Yes,45,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,93.4,4203.0,No
CUST0332,Female,0,No,Yes,12,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,37.32,447.84,Yes
CUST0333,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,48.57,97.14,No
CUST0334,Female,0,Yes,No,5,Yes,No phone service,No,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),106.48,532.4,No
CUST0335,Female,0,Yes,Yes,7,Yes,Yes,No,No,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,108.51,759.57,No
CUST0336,Male,1,No,No,43,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),24.49,1053.07,Yes
CUST0337,Male,0,No,No,32,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,36.81,1177.92,Yes
CUST0338,Female,0,No,No,49,No,Yes,No,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,31.75,1555.75,Yes
CUST0339,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,37.97,379.7,No
CUST0340,Male,0,Yes,No,27,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),117.02,3159.54,No
CUST0341,Female,0,No,No,69,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.17,5186.73,No
